uid,SMILES,S1_energy(eV),T1_energy(eV)
train_19060,O=C(CNn1c(-c2ccccc2)nc2ccccc2c1=O)Nc1cccc(Cl)c1,4.3239,3.284
train_19061,CSCC[C@H](N)C(=O)NC(CCC(=O)O)c1ccccc1,5.3282,4.2391
train_19062,CC(=O)NC(C)(C)C(C)(C)C(C)(C)C,5.5696,5.1187
train_19063,C=COc1cc(Br)c(F)cc1N1CC(CNC(C)=O)OC1=O,4.6842,3.6715
train_19064,Cc1csc(=O)n1CCC(=O)Nc1cc(Cl)ccc1N,4.6584,3.6689
train_19065,CC(C)(C(=O)N1CCC2(CC1)OCCO2)c1c[nH]c2ccc(F)cc12,4.7384,3.4478
train_19066,Cc1ccc(N2CCCC(C(=O)N(Cc3nc(-c4cccc(C)c4)no3)C3CCCCC3)C2)cc1,4.0475,3.6167
train_19067,O=C(NCC1CCN(Cc2cccs2)CC1)[C@@H]1CCCN1,4.7067,3.748
train_19068,Cc1sc(Br)cc1S(=O)(=O)N1CCCC(C)CC1,4.9757,3.4582
train_19069,c1cc(N2CCCC2)ccc1CN1CCCN(c2ccc3c(c2)OCCO3)CC1,4.4155,3.5201
train_19070,C=C1O[C@H](C2c3c(c(C)c4c(c3OC)OCO4)CCN2C)c2ccc(OC)c(OC)c21,4.1605,3.1353
train_19071,Cc1cc(NC(=O)N2CCC(C(=O)O)C2)ccc1-c1ccccc1,4.8049,3.6594
train_19072,O=C(NC1CCN(c2ccccc2Cl)C1=O)N1CCN2CCCCC2C1,5.083,4.0307
train_19073,CCOc1ccc(-c2ccc(C(=O)OC)c(OCOC)c2)nc1,4.1872,3.0642
train_19074,OCCCNCc1cccc2c1C/C(=C/CCN1CCC(O)(c3ccc(Cl)cc3)CC1)c1cccnc1O2,4.3032,3.2689999999999997
train_19075,CCc1cccc2c(/C=C3\C(=O)NC(=S)N(CC)C3=O)cn(CCOc3ccccc3Cl)c12,2.8110000000000004,2.309
train_19076,COC(=O)c1cc(Cl)c(C(F)F)c(F)n1,4.2696,3.8159
train_19077,O=C(NCC(=O)N1CCC(F)(F)CC1)c1ccc(S(=O)(=O)N(Oc2ccccc2)c2ccccc2)cc1,3.9813,3.7984
train_19078,O=C(CN1CCCC(c2nnc3ccccn23)C1)N1CCCC(C(F)(F)F)C1,4.2269,3.0115
train_19079,NCCc1ccccc1Oc1cc(F)c(Cl)cc1Br,4.7897,3.9179
train_19080,CC(C)COC(=O)N[C@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(F)F)C(=O)NCCc1ccc(C(=O)O)cc1Cl)C(C)C,4.7237,3.7999
train_19081,COCCCn1c(C2CCCN(C(=O)OC(C)(C)C)C2)c(C)c2cccc(F)c21,4.7499,3.4547
train_19082,COc1cc(N)c(C=N)cc1Nc1ncnc2sc3c(c12)CCC(COCN1CC(C)OC(C)C1)C3,3.7853,2.9222
train_19083,COc1ccc(CNC(=O)CSc2ncnc3sc4c(c23)CC[C@@H](C)C4)cc1,4.2294,3.2591
train_19084,Brc1ccccc1-c1nc(-c2ccccc2)no1,4.5396,3.3377
train_19085,O=C(O)c1ccc(CCC2C(=O)CCC2C=CC(O)Cc2cccc(F)c2)cc1,4.1616,3.6278
train_19086,CCOC(=O)c1c(C)[nH]c(/C=N/O)c1OS(=O)(=O)c1ccc(C)cc1,4.016,2.9653
train_19087,COc1ccc2nc(C(C)N)oc2c1C,4.9329,3.575
train_19088,O=C(Cn1cnnn1)Nc1c2c(nn1-c1ccc(Cl)cc1)CCC2,4.921,3.694
train_19089,CC1CCN(CCOc2ccc(-c3ccc(-c4ccccc4)cn3)cc2)CC1,4.107,3.0351
train_19090,CCn1ccnc1CC(C)CCNC(C)C,5.8923,4.5016
train_19091,COn1ncc2cc(Br)ncc21,4.3615,3.127
train_19092,CC(C)CN(C(=O)NC(C)c1nc(C(=O)O)cs1)C(C)C,4.5162,3.7365
train_19093,O=C(Oc1ccc2c(C(F)(F)F)cc(=O)oc2c1)c1ccccc1,4.1826,2.8944
train_19094,C[Si](C)(C)OC1(C#N)C[C@H]2CCCCC[C@@H]2C1,6.8604,6.2865
train_19095,CCOC(=O)C(CCN(C)C(C)C1CC1)NC,5.2161,4.9446
train_19096,NC(=O)c1ccc2c(Cl)cc(Cl)c(O)c2n1,3.7791,2.7739
train_19097,CC(Cc1cccs1)N(C)CCC1(N)CCCCC1,4.9205,3.7623
train_19098,NS(=O)(=O)c1ccc(NC(=O)COC(=O)C2c3ccccc3Oc3ccccc32)cc1,4.5047,3.7719
train_19099,CCC1CCCC1N1CC(CN)CCC1C,6.0621,5.9635
train_19100,CCOCC(C)OC=O,5.827000000000001,5.2512
train_19101,O=C(Nc1ccc(C(=O)NC2CC2)cc1)c1cnn(-c2ccccc2)c1,4.4238,3.5128
train_19102,CCCNC1CC2CCC(C1)N2CC(C)SC,5.7284,5.2004
train_19103,COc1ccc(Cn2nnnc2[C@H](c2ccc(F)cc2)N2CCN(c3ccccc3)CC2)cc1,4.3998,3.8688
train_19104,CC(C)[C@H](NS(=O)(=O)c1ccccc1F)C(=O)NCC(F)(F)F,4.8047,4.1401
train_19105,Cc1nn(Cc2ccccc2)c2sc(C(=O)NC(CN)C3CC3)cc12,4.6454,3.3804
train_19106,CC(c1cccnc1)N(C)C(=O)c1cccc(-c2nc(N(C)C)ns2)c1,3.5421,2.636
train_19107,C(#CC(C#Cc1ccsc1)N1CCCCC1)c1ccsc1,4.1643,3.4333
train_19108,O=C(O)c1cccc(SCCc2ccc([N+](=O)[O-])cc2)c1,3.7342,3.2732
train_19109,COC(=O)C1=C(c2cc3ccccc3o2)C[C@@H]2CC[C@H]1N2C(=O)NCCCOC(C)C,3.9002,2.6784
train_19110,CO[C@@H]1CN(C(=O)Nc2ccc3c(c2)C(=O)CCC3)CC[C@@H]1C,3.7207,3.2226
train_19111,COCOc1cc(Cl)c(C#N)cc1C(O)c1ncccc1C1OCCO1,4.6944,3.5903
train_19112,Nc1nc(NC2CC2)sc1C(=O)Nc1c(Cl)cccc1Cl,4.3032,3.0391
train_19113,NC1CCN(C(=O)CN(C(=O)/C=C/c2ccccc2)c2ccc(-c3cccc(C(=O)O)c3)cc2)C1,4.01,2.9338
train_19114,CC1(O)CCCN(C(=O)NCC2(C(=O)O)CCCCC2)C1,5.6169,5.0929
train_19115,CCCCCN(C(C)C)S(=O)(=O)c1ncccc1NC,4.2963,3.2447
train_19116,Cn1c(C(=O)NC2CC=CCC2)c2n(c1=O)CCCC2,4.8048,3.1882
train_19117,O=C(O)[C@@H]1CN(C(=O)Nc2cccc(N3CCCC3)c2)C[C@H]1C(F)(F)F,4.5475,3.7778
train_19118,CCC(OC)c1noc(-c2c(N)sc3c2CCCC3)n1,4.254,2.9585
train_19119,COc1cccc(C23CCN(C)CC2Cc2c(n(C)c4ccc(Cl)cc24)C3)c1,4.5517,3.3844
train_19120,CN1C(=O)Cc2cc(SCC(=O)O)ccc21,4.4229,3.5595
train_19121,Cc1ccc(Cl)c(NC(=O)NC2CC(N(CC(=O)O)CC3CC3)C2)c1,4.9147,3.9421
train_19122,CCOc1ccc(-c2cc(C#N)nc(C)n2)cc1C,3.8099,3.0387
train_19123,COc1cc(Br)c(Cn2nc(C)c(I)c2N)cc1OC,4.1048,3.609
train_19124,CCN1CCN(C(=O)c2cnn(-c3nccc(-c4cccs4)n3)c2C(C)C)CC1,3.3795,3.0096
train_19125,COC(=O)c1c(-c2ccc(Cl)cc2)csc1NC(=O)c1cc2cccc(Cl)c2[nH]1,3.6978,2.8975
train_19126,COc1cccc(C=C(C#N)c2ccc(C(C)=O)s2)c1,3.5063,2.1641
train_19127,CC(Nc1cc(Br)c(F)cc1N)C1CC1,4.6023,3.6249
train_19128,CCc1oc2ccccc2c1CNCCCN1CCCC1,5.0111,3.5523
train_19129,COc1ccc(C(=O)Nc2cnn(Cc3ccccc3Cl)c2)cc1COc1cc(C)ccc1C,4.3458,3.6393
train_19130,COC(C)(C)CCn1nc(C)c(I)c1N,4.2273,3.701
train_19131,CCOCOc1cc(F)cc(C=O)c1,3.6941,3.1654
train_19132,[13CH3][13C](=O)c1c(OCc2ccccc2)cc(OCc2ccccc2)cc1OCc1ccccc1,4.0798,3.4927
train_19133,CCC1COCCN1C[C@@H]1CO1,5.9759,5.8593
train_19134,COc1ccc(C23CCC(NC(=O)Nc4ccc(F)c(C(F)(F)F)c4)CC2N(C2CCC2)CC3)cc1OC,4.6806,3.74
train_19135,CCCCCCCCCn1cc2c(c1)C(NC)CCCC2,6.0642,4.386
train_19136,CCn1c(=O)n(CCCN2CCCC2)c2ccccc21,4.888999999999999,3.9082
train_19137,CCCCN1CCN(CCC[Si](O[SiH3])(O[SiH3])OCC)C1,5.734,5.6947
train_19138,COCP(=O)(N[C@@H](C)C(=O)OC(C)C)SCCc1ccccc1,5.4007,4.2218
train_19139,NC(=O)C1(NC(=O)c2cccc(NC(=O)Nc3ccccc3)c2)CC=CS1,4.1073,3.5875
train_19140,CCCNCC1(c2ccccc2Br)CC(CCC)C1,4.8766,4.0889
train_19141,CCCCN(CCCC)C(C)C(=O)c1ccc2c(c1)CCCN2,3.5483,3.0532
train_19142,CC(N)CSCC1CC1(F)F,5.7588,5.2292
train_19143,NC(=NO)C(NC(=O)c1cccc(Br)c1)C1CC1,3.7868,3.7149
train_19144,CCOCc1ccc(CNC(=O)CN(C)S(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,4.7754,3.707
train_19145,Cc1c(C(=O)CC[C@H](N)C(=O)O)c(=O)n(-c2ccccc2)n1C,3.8533,3.2880000000000003
train_19146,CC(C)N1CCOC(CNc2ccc(CCl)cc2)C1,4.6693,3.6158
train_19147,CC(NC1CC(c2ccccc2)C1)c1nnc2n1CCC2,5.3728,4.2164
train_19148,C#CCN(C(=O)C(C)CSCCC(F)(F)F)c1cn(-c2ccc[n+]([O-])c2)nc1Cl,4.0203,2.5296
train_19149,CCCNC(c1cccc(OC(F)(F)F)c1)C(OC)OC,4.8955,4.1792
train_19150,CC(=O)c1cc(C#N)cc(C(C)(C)C)c1,3.7413,3.2354
train_19151,Cc1cccn2c(=O)cc(CSc3nnnn3-c3ccc(Cl)cc3)nc12,4.1377,2.8947
train_19152,CCCNC(=O)CC(c1cccc(F)c1)c1cnc2cccc(C)n12,4.3567,3.1006
train_19153,Cc1noc(C)c1[C@H](C)C(=O)N1C[C@H](C)N[C@@H](C)C1,5.3934,4.321000000000001
train_19154,CCCCNC(=O)[C@H]1CCN(c2nc(N3CCn4c(nnc4C(F)(F)F)C3)c3cc(CCC)sc3n2)C1,4.3346,3.2419
train_19155,Cc1cccc(NC(C)c2ccccc2OC(F)F)c1C,4.6813,3.9603
train_19156,CCn1c(=O)c(=C(C)CNc2cccc(NC(O)C(C)(C)C)n2)s/c1=C(/C#N)C(=O)NC(C)(C)CO,3.2106,2.6534
train_19157,Cc1ccc2oc(C(=O)NCC(N)C3CC3)cc2n1,4.0627,3.3236
train_19158,O=C(CCCN1C(=O)c2cccc3cccc(c23)C1=O)NCCSCc1cccs1,3.8174,2.6511
train_19159,O=C1C[C@@H](C(=O)NCc2cc3ccccc3o2)c2ccc(F)cc2N1,4.709,3.6172
train_19160,O=C(NCc1ccc(C(F)(F)F)cc1)c1cc(-c2cccs2)[nH]n1,4.8716,3.1573
train_19161,O=C(CSCC(=O)N1CC[C@@H](O)C1)N1CCCCC1,4.9786,4.4924
train_19162,Nc1nc2c(c(C(=O)NC(Cc3ccccc3)C3CC(O)C3)n1)CCCC2,3.8241,3.179
train_19163,CCCc1nccn1Cc1ccc(CNC)cn1,4.6055,4.1591
train_19164,CC1CCCCN1S(=O)(=O)c1ccc(C(=O)NCCSCc2ccccc2F)cc1,4.4236,3.7683
train_19165,CCCC(C)N(C)CCCC(C)(NC(C)C)C(N)=O,5.4738,5.0075
train_19166,Cc1cc(C)c(C2(C)CN=C(N)N2C(C)C)c(C)c1,4.5571,3.9498
train_19167,CCC(Nc1ncnc2sccc12)c1c(C)nn(C)c1C,4.6669,3.4219
train_19168,CC1CCC(CCl)(NCc2cccs2)CC1,5.2413,3.7607
train_19169,N#CC1(Nc2ccc(Cl)c(Br)c2)CCCS(=O)(=O)C1,4.671,3.7941
train_19170,CCN/C(=N\CCCc1nnc2ccccn12)N1CC[C@@H](O)C1,4.2921,3.0128
train_19171,CC(=O)Nc1cccc(NC(=O)C(=O)NCc2ccc(Cl)cc2)c1C,4.1217,3.4293
train_19172,COC(C)(C)CCCC(C)CCN1CCN(c2nnc(CC(=O)NC3CCCC3)s2)CC1,4.768,3.6349
train_19173,CC(=O)Nc1cc(C(=O)N2CCCC(c3nnc4ccccn34)C2)ccc1C,4.291,3.0103
train_19174,CCCNC(CCC1CC1)C1(OC)CCC(C)CC1,6.1906,6.0827
train_19175,C#Cc1ccc(C#Cc2ccc(C#Cc3ccc(NC(=O)OC(C)(C)C)cc3)c(C(=O)OC)c2)c(C(=O)OC)c1,3.0608,2.2653
train_19176,CCCCCC(=O)N1c2ccccc2NC2=C(C(=O)CC(c3ccc(C(C)(C)C)cc3)C2)C1c1cccc([N+](=O)[O-])c1,3.1289999999999996,2.9307
train_19177,CC(C(=O)NC1CCc2cn[nH]c2C1)N1CCc2ccccc2C1,5.2061,4.1676
train_19178,CCN1CCc2c(-c3ccccc3)cc(C#N)c(NCCO)c2C1,4.2369,3.2772
train_19179,CC(C)COC1CCN(C(=O)NC2CC3(CCCC3)Oc3ccccc32)CC1,5.0257,4.0827
train_19180,CC(=O)NC(CC(=O)N1CCOC(C(=O)O)C1)c1c(F)cccc1F,5.3433,4.2219999999999995
train_19181,CC(=O)c1cccc(OC(CCCC(N)=O)N2CCCC3CCCCC32)c1[N+](=O)[O-],3.6895,3.1996
train_19182,COc1ccc(-c2cccc(OCc3ccc(C(C)(C)C)cc3)n2)cc1,4.4356,3.2344
train_19183,CCOC1=C(C(NC(=O)Nc2cccc(C(F)(F)F)c2)c2ccc(C#N)cc2)C(=O)CC(C)C1,3.9785,3.5245
train_19184,Cc1cc(C(=O)N2CC(=O)N(CCc3ccccc3)CC(O)C2)n[nH]1,4.4625,3.7767
train_19185,Cn1ccc2ccc(-c3ccc(-n4c(C[C@@H]5CCN(C(=O)C6CC6)C5)n[nH]c4=O)cc3)cc21,4.2483,3.1867
train_19186,C[C@H](NCC(=O)Nc1ccccc1SCC#N)c1ccc(Cl)cc1Cl,4.5702,3.6841
train_19187,CC(C)(C)c1ccc(CC(=O)N2CCC2(C)C(=O)NS(=O)(=O)Cc2ccccc2)cc1,5.2644,4.1523
train_19188,CNC(C)Cc1noc(-c2cnn(-c3cccc(C(F)(F)F)c3)c2C)n1,4.3142,3.6931
train_19189,CCc1nc2ccccc2n1C(CC)CC,5.0527,3.8279
train_19190,CSc1ccc(-c2csc(NC(=O)C3CCN(C(=O)c4cccs4)CC3)n2)cc1,4.1628,2.9153
train_19191,CCC(N)Cn1c(-c2ccc(N)cc2)nc2cc(F)c(F)cc21,4.2907,3.1471
train_19192,O=C(NCCN1CCCCC1)c1cnn(Cc2ccccc2)c1,5.0358,4.2299
train_19193,CCc1ccccc1NC(=O)C1CC(=O)N(c2ccc3c(c2)OCO3)C1,4.5186,3.6131
train_19194,CCOc1ccc(NC(C)c2ccc(Cl)cc2)cc1,4.0434,3.4389999999999996
train_19195,NC1CCC(N[C@@H]2C[C@H]2c2ccc(-c3cccc(O)c3)s2)CC1,4.3001,2.9563
train_19196,COc1ccccc1C[C@@]1(C)NC(=O)N(CC(=O)Nc2ccc([N+](=O)[O-])cc2)C1=O,3.8909,3.2975
train_19197,CNCC(c1cccc(F)c1)C1CC1,4.9814,4.2376
train_19198,Cn1ncc(C(=O)O)c1Cn1ccc(=O)c([N+](=O)[O-])c1,3.4753,3.0856
train_19199,CCNCc1ncoc1-c1cc(C(F)(F)F)ccc1F,3.8193,3.3129
train_19200,C=C(C)CN(CC)C(=O)N1C(C(=O)O)CC2CCCCC21,5.5119,4.5238
train_19201,CCC(C)NC(C)C(=O)NC1CCCC1,5.4929,5.0391
train_19202,Cc1ccc(CN2CCCC2C(O)(c2cccc(F)c2)c2cccc(F)c2)cc1,5.2133,4.1572
train_19203,Cc1c(Cn2ccnc2[N+](=O)[O-])cccc1OCCCSc1nccs1,3.9008,3.2972
train_19204,NC(=O)Nc1ccc(CNC(=O)CSc2ccc(Cl)cc2)cc1,4.6819,3.7565
train_19205,CCOc1ccccc1OCC(=O)N1CCC(NC(=O)OC)CC1,5.2002,4.0808
train_19206,COc1cccc(NCCCCC(N)=NO)c1,4.8857,4.0022
train_19207,O=C(COC(=O)c1ccccc1SCC(=O)Nc1ccc(F)cc1)NC(=O)c1cccs1,3.9031,3.3529
train_19208,CC[C@H](NCC(=O)NCc1ccc(C(=O)OC)cc1)c1ccc(Br)cc1,4.5369,3.8510000000000004
train_19209,Cc1ccc(C(=O)O)c(NCC2Cc3ccccc32)c1,4.6624,3.7353
train_19210,COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc(O[C@@H]2O[C@H](CO)C(O)[C@H](O)C2O)c1O,3.787,2.5398
train_19211,CCC(C)(C)C(=O)C(=O)N1CCCCC1C(=O)OC(CCc1ccc(OC)c(OC)c1)c1cccc(OCC(=O)NCCCO)c1,3.7343,3.1643
train_19212,NC(=O)C1CCN(c2cc(Br)ccc2CNC2CC2)CC1,4.4910000000000005,3.6843
train_19213,COC(=O)[C@@H](NC(=O)c1ccc(OC)c(OC)c1)c1ccccc1,4.7497,3.4809
train_19214,O=C(NC1CCCCC1CO)c1ccc([N+](=O)[O-])c(Cl)c1,3.8376,3.2086
train_19215,O=C(O)CC1(CC(=O)N2CCSCC2)CCCCC1,5.5786,5.0294
train_19216,CCNCc1sc(N2CCCC2C)nc1COC,4.9565,3.4108
train_19217,CN1CCN(Cc2ccno2)C2(CCCCC2)C1,4.7582,4.3272
train_19218,O=C(N/N=C/c1ccc(Br)cc1)c1ccncc1,4.0993,2.8693
train_19219,C=CCCC(=O)NCC(O)(c1ccco1)c1cccs1,5.3716,3.7524
train_19220,CCN(CC)C(=O)C1CCCN1CC1=NS(=O)(=O)c2ccccc2N1,4.8065,3.8277
train_19221,CNCC(O)Cc1ccc(Cl)c(C(F)(F)F)c1,4.4627,3.96
train_19222,C[C@@H]1CCc2ccccc2N1CC(=O)Nc1ccc([N+](=O)[O-])cc1,3.5498,3.2847
train_19223,Cc1cc(C)c(-c2nnnn2CCCC2CC2)cc1N,4.4249,3.4187
train_19224,C=CCn1c(SCC(=O)Nc2ccc(S(=O)(=O)N(C)C)cc2)nc2scc(-c3ccccc3)c2c1=O,4.2395,3.1157
train_19225,COC(=O)[C@H](CCSC)NC(=O)c1ccc(COC(C)CN2CCS(=O)CC2C2CCCCC2)cc1-c1ccccc1C,4.4868,3.8901
train_19226,C#CCCC(C)(N)C(=O)O,5.5987,5.0727
train_19227,CC(C)N1CCC2(CC1)CN(c1ccccc1NC(=O)Nc1ccc(OC(C)(F)F)cc1)c1c(O)ccc(C(F)(F)F)c12,4.1794,3.6287
train_19228,O=[N+]([O-])c1ccc(CCCl)s1,3.8428,3.1056
train_19229,O=C(Nc1ccc2scnc2c1)c1ccccc1Oc1ccccc1,4.261,3.4468
train_19230,CCCC1NC(C(C)C)N(CCOCC(C)C)C1=O,5.4559,4.9881
train_19231,CCOC(OCC)C(=O)c1cccc(OC)c1,3.5505,3.0574
train_19232,CC(=O)Oc1cc2ccn(C(C)=O)c2cc1OC(C)=O,4.5822,3.3848
train_19233,CC(NCCCn1ccnc1)c1cscn1,5.0558,3.9088
train_19234,CC[C@H](c1ccccc1)[C@@H](C#N)c1ccccc1,5.3987,4.2282
train_19235,CCOC(=O)/C(=C\c1ccc2c(c1)OCO2)CC(=O)O,3.7997,2.6788
train_19236,CCOCCCC(=O)Nc1ccc(S(=O)(=O)N2CCN(CC)CC2)cc1,3.9059,3.6311
train_19237,CCn1cc(C=NNC(=O)c2cc(-c3ccccc3OC)nc3ccccc23)c(C)n1,3.5845,2.9476
train_19238,Cc1cccc(S(=O)(=O)CC(C)(C)CN)c1,5.2628,4.1534
train_19239,NC(C(=O)NCc1cccc(F)c1)c1ccccc1,5.2357,4.2101
train_19240,Cc1cccc(C(N)Cc2nc(C)c(C)s2)c1F,5.1088,3.7413
train_19241,[C-]#[N+][C@@H]1C[C@@H](O)C(c2ccc(C(O)C3(CO)CCC3)cc2)C1CCSc1nccs1,5.0055,3.4853
train_19242,COc1ccc(NS(=O)(=O)c2cc(C(=O)N3CCN(c4nccs4)CC3)ccc2Cl)cc1,3.6377,3.5809
train_19243,CCc1cc2c(s1)-n1c(nnc1CNC(=O)Nc1cccc(CC(=O)O)c1)CN=C2c1ccccc1Cl,3.9606,3.1809
train_19244,CCC(C(=O)O)C1CCc2cc(OCCc3nc(-c4ccccc4)oc3C)c(-c3ccc(C)cc3)cc21,4.3497,3.2412
train_19245,CCSCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccc(OC)cc1)C2,3.9821,3.4879
train_19246,O=C(c1cscn1)N1CCC[C@@H](CCc2ccccc2F)C1,4.6243,3.7636
train_19247,COC(=O)CCN(C(=O)c1ccccc1OC)C1CCCCCCC1,5.0922,4.0318
train_19248,CC(C)C[C@@H](NC(=O)CC(N)=O)C(=O)O,5.5381,4.9615
train_19249,O=C(O)CCCC(=O)N1N=C(c2ccccc2)C[C@H]1c1ccccc1O,4.3103,2.9491
train_19250,CC1c2cccn2CCN1CC(=O)N(C)c1ccccc1,4.7018,4.0128
train_19251,COC1(C(=O)C2=CCCCCC2)CCCC1,3.5637,3.0898
train_19252,CCn1cc(CN2C(=O)C(C)NC(=O)C2CC(C)C)cn1,5.541,4.7769
train_19253,Cc1ccc(Oc2ccc(C(F)(F)F)cc2)c(N)c1,4.668,3.89
train_19254,NC[C@H](O)C(=O)N[C@@H]1C[C@H](N)C(O[C@H]2O[C@H](CNCC(O)CO)[C@@H](O)[C@H](O)[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O,5.6416,5.1234
train_19255,O=C(CCC(=O)c1ccc2c(c1)OCCO2)Nc1cccc(NC(=O)c2ccco2)c1,3.4892,3.1859
train_19256,Cc1cc(C(O)Cc2ccccc2)cs1,5.4085,3.7546
train_19257,Cc1cc(NC(=O)C(CC(C)C)N2C(=O)C3CC=CCC3C2=O)n(C)n1,4.3897,3.9729
train_19258,Cc1cccc(C(=O)N2CCN(CCc3c[nH]c4ccccc34)CC2)c1,4.3416,3.4921
train_19259,COC(=O)C1=C(C(=O)OC)SC2(S1)C(C(=O)OC)=C(C(=O)OC)SC1=C2c2cc(C)ccc2N(C(=O)c2ccc([N+](=O)[O-])cc2)C1(C)C,3.112,2.4362
train_19260,C=C(C)C(O)CCCC,6.5923,4.4821
train_19261,Cc1ccc(-c2nn(-c3ccccc3)c3c2c(-c2ccc(N(C)C)cc2)nc2ccccc23)cc1,3.6118,2.8512
train_19262,O=C(CCNC(=O)c1ccc(F)cc1F)OCC(=O)N1CCN(c2ccc([N+](=O)[O-])cc2)CC1,3.9072,3.0133
train_19263,Cn1cc(C(=O)c2ccc(N)c(Cl)c2)cn1,3.7924,3.1466
train_19264,COC1=C(O)CC(=O)C=C1,3.4405,2.2553
train_19265,CCN(CC(=O)O)C1CC(NC(=O)N2CCC(Oc3ccccc3)CC2)C1,4.9738,4.148
train_19266,CCOC(=O)COc1c(Cl)cc(/C=C2/C(=O)NC(=O)N(c3ccc(CC)cc3)C2=O)cc1OC,3.4833,2.5324
train_19267,CCN/C(=N\CC(O)c1ccccc1Cl)NC(C)(C)C,4.8696,4.1352
train_19268,O=C(NCC1CCOC1)c1cc(COCC2CCCC2)on1,4.7666,4.0537
train_19269,N#CN1C[C@H]2[C@@H](C1)C2(C#N)c1ccc(-c2ccc3c(c2)C[C@H]2[C@H](Cn4ccnn4)OC(=O)N32)cn1,4.4088,3.3794
train_19270,CCOC(C1CC1)C(NC)c1cccc(OC)c1,4.8971,4.08
train_19271,CC1CCC(CCl)(NCc2cccc(F)c2)CC1,5.1562,4.2178
train_19272,Cc1ccc(S)c(C(=O)N2CCN(C(=O)C(=O)c3c[nH]c4cccc(F)c34)CC2)c1,3.4811,2.9362
train_19273,IC1=CC=C(CNC23CC4CC(CC(C4)C2)C3)C1,4.2396,2.9251
train_19274,S=C1Nc2[nH]c(=S)[nH]c(=S)c2C(c2ccc(I)c(Br)c2)N1,2.9858,2.6308
train_19275,CN1CCCCC1c1nc(CCOCC2CCCC2)no1,4.5174,4.3199
train_19276,N#CCC1(CN2C(=O)CCc3cc(NC(=O)NCCCC(=O)O)ccc32)CC1,4.5802,3.5897
train_19277,CC1CCN(C[C@H](O)CN2C[C@@H](C)Oc3ccccc32)CC1,4.6477,3.7574
train_19278,Cc1occc1C(Br)c1ccc(Cl)cc1,4.2566,3.6517
train_19279,C[C@@H](O)CC[Si](C)(C)c1ccccc1,5.3768,4.1948
train_19280,COC(=O)CCCCN(Cc1ccc(C(=O)OC)cc1)C[C@H](OCc1ccc(Oc2ccc(Cl)cc2)cc1)c1cccc(Cl)c1,4.0379,3.7854
train_19281,CC1CN(CCC(=O)c2ccc(F)cc2)CC(C)O1,3.7471,3.3431
train_19282,O=C(NCc1cccnc1OC1CCCC1)N1CCC2(CCC2)C1,5.0913,4.0111
train_19283,CCOC(c1nc(CC)c(CN)s1)C(C)(C)C,5.0006,3.6506
train_19284,CCC(C)NS(=O)(=O)c1ccc(C(=O)OCC(=O)NCc2ccccc2)cc1,4.5544,3.7351
train_19285,Cc1c(SCCN(Cc2ccccc2)C2CC2)ccnc1CCl,4.7303,3.9039
train_19286,COc1c(C)cnc(CN2C(=O)/C(=C\c3[nH]c(C)c(C(=O)NCCN4CCCC4)c3C)c3c(Cl)nc(N)nc32)c1C,3.389,2.0039
train_19287,CS(=O)Cc1cccc(C(=O)Nc2nc3ccccc3[nH]2)c1,3.9886,3.4419999999999997
train_19288,NC1(c2ccccc2OC(F)(F)F)CCCOC1,5.0516,4.1610000000000005
train_19289,CC(=O)Nc1ccc(NC(=O)C(=O)NN=Cc2ccc(Cl)cc2Cl)cc1,3.5792,2.8046
train_19290,O=C(O)c1ccc(CNC2CCCC(c3cccc(Cl)c3)C2)cc1,4.5465,3.8562
train_19291,CN1CCOC2CN(C(=O)c3cc(N4CCNC4=O)ccc3F)CC21,4.6627,3.7804
train_19292,BrC(Br)CCCCC(Br)Br,5.5589,4.824
train_19293,Cc1ccc(C(=O)CN(C)C2CC2)s1,3.6694,3.0874
train_19294,Cc1cc(C(=O)CCC(=O)N2CCCCC2CCC(=O)O)c(C)s1,3.9528,3.3018
train_19295,NCC(O)(c1ccc2c(cnn2-c2ccc(F)cc2)c1)C(F)(F)F,4.4725,3.3715
train_19296,O=C(O)CCC(NC(=O)c1cc(OCC(=O)N2CCCC2C(=O)NC2CCC2)n(-c2ccc(F)c(F)c2)n1)C(=O)N1CCN(C(=O)O)CC1,4.6565,3.5933
train_19297,O=C(NCc1ccc(CBr)cc1)C1COCCO1,5.0946,3.9014
train_19298,O=C(c1ccc2ncccc2c1)N1CCC2(CC1)CC(CCOCC1CC1)CCO2,4.1554,3.1778
train_19299,O=C(NC1c2ccccc2CCC1CO)c1cc(Cl)ccc1Br,4.5734,3.8177
train_19300,CCNC(Cc1nccn1C)C(OC)C1CC1,6.0823,4.5531
train_19301,Cc1ccc(OC(C)C(=O)Cl)c([N+](=O)[O-])c1,3.8792,3.2428
train_19302,O=[S@]1CCc2nc(N3CCC(c4nc5cc(Cl)ccc5s4)CC3)nc(NC3CCOCC3)c21,4.0293,3.6835
train_19303,CC(C)C(NN)C1CCCOC1,6.4887,6.3227
