id,SMILES,MLM,HLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea
TRAIN_2025,Cc1nc2nc(C)c(Cc3cccc4ccccc34)c(O)n2n1,52.736,5.714,3.659,304.346,4,1,2,3.659,63.31
TRAIN_2026,CCCS(=O)(=O)c1nc2ccc(NS(=O)(=O)c3ccc(F)c(Cl)c3)cc2s1,1.0,9.03,4.211,448.94,5,1,6,4.27,138.19
TRAIN_2027,Cc1cc2occ(CC(=O)N3CCOC4(CCCOC4)C3)c2cc1C(C)C,49.54,43.13,3.165,371.47,3,0,3,3.165,51.91
TRAIN_2028,Fc1cnc(NC2CCN(C3CCOC3)CC2)nc1,99.0,98.439,0.476,266.315,4,1,3,0.455,50.28
TRAIN_2029,O=C1CC(c2ccccc2Cl)c2cc3c(cc2N1)CCC3,5.9,33.33,4.281,297.779,1,1,1,4.281,29.1
TRAIN_2030,O=S(=O)([O-])c1ccc(-c2cnc(-c3ccc(-c4ncc(-c5ccc(S(=O)(=O)[O-])cc5)o4)cc3)o2)cc1,99.021,83.772,-0.73,522.507,8,0,6,-0.729,183.22
TRAIN_2031,CCO[C@@H]1CCC[C@H](CC(=O)c2cccs2)[C@H]1C(=O)c1cccs1,0.83,2.81,4.463,362.506,3,0,7,4.463,99.85
TRAIN_2032,COc1cc(=O)[nH]cc1C(=O)N1CCN(C)c2ncccc2C1,88.07,99.0,-0.309,314.339,4,1,2,-0.297,74.77
TRAIN_2033,COc1cc(OC)c(NC(=O)N2Cc3c(sc4c3CCCC4)-n3cccc3C2C)cc1Cl,1.0,1.0,5.728,472.0,3,1,3,5.728,83.97
TRAIN_2034,CS(=O)c1nc2ccc(F)cc2c(-n2ccnc2)c1-c1ccc(Cl)cc1Cl,99.99,99.99,4.707,420.287,3,0,3,4.738,66.99
TRAIN_2035,c1ccc(-c2noc(Cc3cn4ccccc4n3)n2)nc1,34.17,94.88,1.626,277.281,4,0,3,1.632,69.11
TRAIN_2036,O=C1CCc2cc(C(=O)N3CCc4sc(Br)cc4C3)c(F)cc2N1,25.66,25.5,2.788,409.273,2,1,1,2.788,77.65
TRAIN_2037,COc1cc2c(cc1OC)-c1cc(-c3ccccc3F)cn1CC2,4.916,6.506,4.705,323.361,2,0,3,4.705,23.39
TRAIN_2038,[H][C@@]12CC=C(C)[C@H](COc3ccc4ccc(=O)oc4c3)[C@@]1(C)CC[C@@H](O)C2(C)C,13.976,46.149,4.68,382.493,4,1,3,4.352,55.76
TRAIN_2039,COC(=O)C12CCC(=O)N1CCc1c2n(C(=O)OC(C)(C)C)c2ccccc12,10.38,79.6,3.448,384.426,5,0,4,3.448,77.84
TRAIN_2040,CN(C(=O)c1ccc(C(=O)c2ccccc2)cc1)c1ccccc1,0.06,0.51,4.224,315.365,2,0,4,4.224,37.38
TRAIN_2041,Cc1cc(S(=O)(=O)N[C@H]2CC[C@H]2NC2CCN(C(C)C)CC2)c(C)s1,2.304,20.35,1.652,385.588,4,2,6,-0.849,98.06
TRAIN_2042,O=C(C1=Cc2ccccc2OC=C1)N1CCCCC1c1ccccn1,4.553,52.8,3.044,332.396,3,0,2,3.044,42.43
TRAIN_2043,COc1cc(=O)n(-c2ccc(C#N)c(Cl)c2C)nc1C,0.0,74.604,2.273,289.717,4,0,2,2.273,65.69
TRAIN_2044,CC(C)CCn1c(N)nc2c1c(=O)nc(O)n2C,79.04,71.31,1.752,251.285,4,2,3,1.74,96.74
TRAIN_2045,OCC(O)Cn1c(-c2ccc(F)cc2)nc2ccccc21,76.9,87.67,2.631,286.301,3,2,4,2.633,58.28
TRAIN_2046,COCCCNC(=O)c1nc(CC(=O)Nc2ccc3cc[nH]c3c2)no1,67.927,77.539,0.36,357.364,5,3,8,0.361,122.14
TRAIN_2047,CC(C)(C)c1ccc(O)c(NC(=O)c2cc(Br)c[nH]2)c1,9.199,0.328,3.906,337.212,2,3,3,3.905,65.12
TRAIN_2048,CCOc1ccc(S(=O)(=O)N2CCC3(CC2)Nc2ccccc2-n2cccc23)cc1,0.3,5.65,3.486,423.528,3,1,4,3.486,71.95
TRAIN_2049,O=C(COc1ccc2c3ccccc3n(C(=O)c3ccc(Br)cc3)c2c1)N1CCOCC1,9.0,68.49,4.663,493.349,4,0,4,4.636,60.77
TRAIN_2050,Clc1ncccc1-c1nc2ccccc2c2c(Br)cnn12,85.03,23.48,3.858,359.608,3,0,1,3.858,43.08
TRAIN_2051,O=C(NCCc1c[nH]c2ccccc12)c1c(OCC2CC2)cc(=O)n2c1CCOCC2,22.88,50.79,1.671,421.489,4,2,7,1.671,83.66
TRAIN_2052,COc1ccc(Cl)cc1NC(=O)c1cc2c(OC)ccc(OC)c2n1C,27.46,70.93,4.02,374.818,4,1,5,4.02,61.72
TRAIN_2053,CCN(CC)C(=O)Cn1nc(S(C)(=O)=O)nc1-c1ccccc1OC,87.685,90.221,1.714,366.435,6,0,7,1.714,102.77
TRAIN_2054,COc1cc(=O)n(C)cc1C(=O)N1CCN(S(=O)(=O)C2CC2)CC1,72.93,89.99,-1.559,355.409,5,0,4,-1.559,95.61
TRAIN_2055,COc1cc(=O)[nH]cc1C(=O)N1CCN(c2cncc(F)c2)CC1,73.09,66.44,-0.578,332.33,4,1,3,0.071,74.77
TRAIN_2056,CCOc1ccc(/N=c2/ncc(F)c(Nc3ccc(OCC)cc3)[nH]2)cc1,1.064,32.385,4.17,368.405,4,2,7,4.066,67.24
TRAIN_2057,Nc1ncnc2c1cnn2-c1nc2ccccc2s1,23.43,27.95,2.094,268.297,4,1,1,2.095,110.75
TRAIN_2058,O=c1cccc2n1CC1CC(C2)N(c2nc(N3CCCCC3)nc(N3CCCCC3)n2)C1,5.888,3.889,3.704,435.565,4,0,3,3.704,68.7
TRAIN_2059,Cc1cc(C)n(-c2nc(NCc3ccco3)c3c4c(sc3n2)COC(C)(C)C4)n1,5.01,7.81,3.94,409.505,4,1,4,3.94,106.24
TRAIN_2060,O=C(c1ccc(=O)[nH]c1)N1CCN(c2ncc(Cl)cn2)CC1,91.37,99.99,0.086,319.746,4,1,2,0.086,78.43
TRAIN_2061,CC(=O)c1ccc(S(=O)(=O)N(CCCO)Cc2cc3c(C)cc(C)cc3[nH]c2=O)cc1,16.6,29.51,2.148,442.528,5,2,8,2.148,112.16
TRAIN_2062,Cc1cc(=O)n(CCNC(=O)c2nc3nc(C)cc(C)n3n2)cn1,97.697,99.9,-0.173,327.341,6,1,4,-0.173,104.85
TRAIN_2063,COc1c(C)c2c(c(OC)c1C/C=C(\C)CCC(=O)N1CCOCC1)C(=O)OC2,0.13,8.25,2.855,403.469,6,0,7,2.855,74.3
TRAIN_2064,Cc1c2cnn(CC(=O)NC3CCCc4ccccc43)c(=O)c2c(C)n1Cc1cccc(Cl)c1,0.44,0.69,4.556,474.982,3,1,5,4.556,66.7
TRAIN_2065,COc1cccc(Cn2nnc3cc(C(=O)N4CCC5(CC4)OCCO5)ccc32)c1,22.03,37.062,2.686,408.45,6,0,4,2.686,78.71
TRAIN_2066,Cn1nc(C(=O)N2CCOCC2)cc1C(=O)Nc1ccc(F)cc1OC(F)F,48.9,62.509,2.097,398.336,5,1,5,2.097,85.69
TRAIN_2067,Cc1nc2nc(N3C(=O)CCC3=O)nn2c(C)c1Cl,61.641,69.879,1.151,279.682,5,0,1,1.151,80.46
TRAIN_2068,CCCC(NNC(=O)c1cnccn1)C(=O)OC,1.034,0.836,-0.156,252.27,6,2,7,-0.052,93.21
TRAIN_2069,CCOC(=O)Cn1nc(C)c(NC(=O)Cn2nc(C)c(Br)c2C)c1C,55.82,88.38,1.426,412.282,5,1,7,1.426,91.04
TRAIN_2070,COc1cc(Cl)c(C)cc1NC(=O)Cn1ncc2c(N3CCN(c4ccccn4)CC3)ncnc21,21.226,36.053,3.589,492.961,6,1,6,3.589,101.3
TRAIN_2071,Cc1ccc(-c2n[nH]c3c2C(c2cccnc2)N(c2ccc(Cl)cc2)C3=O)cc1,9.1,28.35,4.868,400.86,3,1,3,4.868,61.88
TRAIN_2072,Cc1cc(C)n(-c2nncn2/N=C/c2cccc3ccccc23)n1,9.438,63.49,3.149,316.36,4,0,3,3.149,60.89
TRAIN_2073,Cc1n[nH]cc1CNC1(Cc2ccc(Br)cc2)CCCCC1,59.94,99.99,4.461,362.307,2,2,5,3.236,40.71
TRAIN_2074,COc1cc(C(=O)Nc2cnn(CCCC(=O)O)c2)cc(OC)c1OC,99.9,99.9,1.266,363.365,7,2,9,-0.187,111.91
TRAIN_2075,CC(=O)c1cc(-c2nccn2CCn2[nH]c(=O)ccc2=O)cs1,93.694,99.9,0.556,330.362,4,1,5,0.587,112.54
TRAIN_2076,O=S(=O)(/C(=C(\c1ccccc1)n1ccnc1)c1ccccc1)c1ccccc1,4.541,8.23,3.997,386.466,3,0,5,4.163,60.34
TRAIN_2077,Cn1ccc2c(-c3ccc(-c4nnco4)cc3)ccnc21,0.249,99.9,2.195,276.293,3,0,2,2.195,56.74
TRAIN_2078,Cc1cc2cc[nH]c2cc1NC(=O)Cc1ccc(F)cc1F,2.79,89.41,3.84,300.303,1,2,3,3.84,44.89
TRAIN_2079,O=C1CCc2cc(Cl)ccc2N1Cc1ccc(Cl)cc1Cl,48.161,54.161,5.058,340.632,1,0,2,5.058,20.31
TRAIN_2080,CCc1ccc(/C=N/Nc2nn3cnnc3c3ccccc23)cc1,16.143,20.554,4.166,316.36,4,1,4,4.166,67.47
TRAIN_2081,COc1ccc([C@H]2Oc3cc(OC)cc(OC)c3C[C@H]2O)cc1,0.48,0.73,2.94,316.348,5,1,4,2.94,57.15
TRAIN_2082,Cc1ccc(Nc2cc(N3CCN(c4oc(C)nc4C#N)CC3)ncn2)cc1,6.959,6.261,3.547,375.427,4,1,4,3.547,94.11
TRAIN_2083,COC(=O)c1cc(OC)c(OC)cc1NC(=O)c1c(Br)cnn1C,3.655,12.307,2.127,398.209,6,1,6,2.127,91.68
TRAIN_2084,CCCC1CCc2c(sc(NC(=O)c3ccccc3)c2C(=O)O)C1,21.032,99.9,4.578,343.44,3,2,5,3.115,94.64
TRAIN_2085,COc1ccc(OC)c2c1s/c(=N\C(=O)C(C)C)n2C,0.0,0.152,3.245,294.369,5,0,3,3.202,76.43
TRAIN_2086,COc1ccc(CCNC(=O)C2Cc3ccccc3CN2S(=O)(=O)c2cccs2)cc1OC,0.06,0.1,3.458,486.604,5,1,8,3.458,121.56
TRAIN_2087,O=C(C1CC(=O)N(C2CCCC2)C1)N1CCC(c2nnc3n2CCNC3)CC1,86.896,72.078,-0.143,386.491,5,1,3,-0.155,83.36
TRAIN_2088,CC1CCN2c3cc(Cl)ccc3CC3(C(=O)OC(C)(C)OC3=O)C2C1,99.99,99.99,3.634,363.835,4,0,0,3.634,55.84
TRAIN_2089,CCC(C(=O)Nc1c(C)cc(C)cc1C)n1nc(C)c2c(C)onc2c1=O,21.35,34.93,3.17,368.43,4,1,4,3.17,87.8
TRAIN_2090,CCN(C1=C(N2CCC(C)CC2)C(=O)c2ccccc2C1=O)c1ccccc1,0.04,39.67,4.489,374.475,2,0,4,4.489,40.62
TRAIN_2091,CC(C)[C@@H](C(=O)Nc1n[nH]c2cccc(F)c12)N1Cc2ccccc2C1=O,1.641,71.679,3.349,366.389,3,2,4,3.346,78.09
TRAIN_2092,COc1cc(OC)c(C2Nc3cc(C)c(C)cc3NC3=C2C(=O)CC(C)(C)C3)cc1OC,35.639,24.025,4.761,436.543,4,2,4,4.619,68.82
TRAIN_2093,CCC(=O)N(CCOC)CC(=O)N1N=C(c2cccs2)CC1c1sccc1C,5.84,35.98,2.839,419.561,4,0,8,2.839,118.68
TRAIN_2094,Cc1nc2c(c(=O)n1C)CN(C(=O)[C@@H]1CCCN1C1CCN(C)CC1)C2,61.8,90.881,-0.551,359.466,5,0,2,-1.987,59.46
TRAIN_2095,CSc1[nH]c2c(C(F)(F)F)ccc(C(F)(F)F)c2c(=O)c1C(C)=O,99.9,93.783,4.011,369.282,3,1,4,4.011,71.47
TRAIN_2096,CC(C)COc1cc(=O)n2c(c1C(=O)N1CCC(C)CC1)CCCCC2,1.88,61.28,2.843,360.49,3,0,4,2.843,49.85
TRAIN_2097,COc1ccc(C2=NOC(c3ccc(-c4nnn[nH]4)cc3)C2)cc1,72.473,21.93,2.235,321.333,6,1,4,1.806,85.28
TRAIN_2098,CCCNc1nc(C)cc(=O)n1Cc1ccc(-c2ccccc2-c2nnn[nH]2)cc1,0.396,2.331,2.972,401.464,5,2,7,2.543,99.16
TRAIN_2099,COc1ccc(/N=c2/nc(NCCN3CCOCC3)nc(Nc3ccc(OC)cc3)[nH]2)cc1,16.6,28.56,3.068,451.521,7,3,9,2.906,104.1
TRAIN_2100,CC(=O)c1[nH]c(C)c(C(=O)N[C@H]2C[C@@H](c3nnc(CO)n3C)C2)c1C,86.318,89.058,0.379,345.396,5,3,5,0.379,112.9
TRAIN_2101,CCC[C@@H]1CN(C(=O)c2ccc3c(=O)n(C)cnc3c2)C[C@H]1NC(C)=O,88.702,92.179,0.833,356.419,4,1,4,0.833,82.07
TRAIN_2102,CNS(=O)(=O)c1cn(CC(=O)Nc2ccc(C)cn2)cc1S(=O)(=O)NC,89.62,99.54,-0.538,401.461,6,3,7,-0.286,156.01
TRAIN_2103,O=C(O)CC1CCC(c2ccc(-c3ccc(C(=O)NCCC(=O)Nc4nc(-c5cc(F)c(F)cc5F)cs4)cn3)cc2)CC1,73.484,72.753,5.901,622.657,6,3,10,4.69,149.51
TRAIN_2104,CCOc1ccc(S(=O)(=O)Nc2cnc3ccccc3c2)cc1,1.78,63.82,2.836,328.386,4,1,5,2.851,76.67
TRAIN_2105,CC(C)N(C(=O)CO/C(=C(/c1ccccc1)S(=O)(=O)c1ccccc1)c1ccccc1)c1ccccc1,5.06,60.7,5.879,511.631,4,0,9,5.879,72.06
TRAIN_2106,COc1ccc(OCc2nc3c4c(-c5ccccc5)c(-c5ccccc5)n(CCO)c4ncn3n2)cc1,1.29,1.12,4.923,491.54,6,1,8,4.924,86.7
TRAIN_2107,COc1ccc(Cl)cc1S(=O)(=O)NCCn1c(-c2ccncc2)nc2ccccc21,5.5,25.32,3.533,442.919,5,1,7,3.562,94.49
TRAIN_2108,Cc1cc(C(C)(C)c2cc(C)c(N)c(C)c2)cc(C)c1N,87.306,57.848,4.714,282.423,0,2,2,4.708,52.04
TRAIN_2109,CC(C)CCn1c(N2CCNCC2)nc2c1c(O)nc(=O)n2C,74.81,92.432,2.082,320.39,5,2,4,1.015,85.99
TRAIN_2110,C/C(=C\c1c[nH]c(-c2ccccc2)n1)c1cnccn1,13.32,1.38,2.63,262.309,3,1,3,2.631,54.46
TRAIN_2111,N#Cc1ccc(Oc2ncccc2C#N)cc1Cl,99.9,99.9,3.2,255.659,4,0,2,3.2,69.7
TRAIN_2112,CSc1nnc(CNC(=O)OC(C)(C)C)n1-c1ccccc1,9.035,84.7,2.955,320.41,5,1,6,2.955,94.33
TRAIN_2113,CC(C)C[C@@H]1NC(=O)[C@H](Cc2nc(Br)[nH]c2Br)NC1=O,77.877,65.183,1.458,408.089,3,3,4,1.458,86.88
TRAIN_2114,COc1ccccc1NC(=O)NC1Cc2ccccc2C1,4.6,45.02,2.937,282.337,2,2,3,2.938,50.36
TRAIN_2115,COC(=O)c1cc(Cl)ccc1C1CCN(CCN2CCc3ccccc3C2=O)CC1,0.67,0.79,4.178,426.936,4,0,6,3.723,49.85
TRAIN_2116,N#Cc1c(-c2ccccc2)cc(O)n2c1nc1ccccc12,2.55,59.04,4.03,285.299,3,1,1,3.586,61.32
TRAIN_2117,Cc1ccc(N2CCCS2(=O)=O)cc1NS(=O)(=O)CC12CCC(CC1=O)C2(C)C,3.193,35.428,1.568,440.577,5,1,5,1.567,117.38
TRAIN_2118,CC(C)S(=O)(=O)CCCn1cc(Br)ccc1=O,81.057,99.9,0.721,322.219,3,0,5,0.721,62.83
TRAIN_2119,CCOC(=O)N1CCC(NC(=O)COCC(=O)Nc2ccc(C#N)cc2)CC1,66.96,65.47,-0.012,388.418,6,2,8,-0.012,120.76
TRAIN_2120,Cc1ccc(C2c3nc[nH]c3CCN2C(=O)Nc2ccc(C#N)cc2)cc1F,33.39,39.905,3.207,375.399,3,2,2,3.231,84.81
TRAIN_2121,CC(CC(=O)c1ccc2ccccc2c1)n1nnc(-c2ccccc2)n1,0.963,3.164,4.295,342.394,4,0,5,4.295,60.67
TRAIN_2122,N#Cc1ccc2[nH]cc(S(=O)(=O)c3cc(Cl)cc(Cl)c3)c(=O)c2c1,20.045,49.033,3.227,379.217,4,1,2,3.227,95.41
TRAIN_2123,Cc1nc2cc(NC(=O)c3cccc4cn[nH]c34)ccc2o1,0.57,29.25,2.044,292.292,3,2,2,2.044,83.81
TRAIN_2124,CC(C)c1nc(-c2cc3ccccc3nc2O)no1,0.025,39.657,3.093,255.272,4,1,2,3.093,72.04
TRAIN_2125,COC(=O)c1c(C)n(C(C)=O)c2ccc(NS(=O)(=O)c3cccs3)cc12,61.206,50.065,2.388,392.449,5,1,5,2.391,131.08
TRAIN_2126,O=C(Nc1ccncc1)c1nn(-c2ccc(F)cc2)c2c1CCc1ccccc1-2,84.533,75.838,4.735,384.406,3,1,3,4.932,59.81
TRAIN_2127,CCOc1ccc(OCC)c(NC(=O)c2cc3c(Cl)ccc4c3n2CCO4)c1,55.13,52.92,4.536,400.855,4,1,6,4.536,61.72
TRAIN_2128,OCCNc1nc(Nc2ccc(Cl)cc2)c2nc[nH]c2n1,8.038,51.796,2.309,304.735,4,4,5,2.281,98.75
TRAIN_2129,COC(=O)c1ccccc1NC(=O)CSc1nnnn1-c1ccc(OCc2ccccc2)cc1,0.355,24.322,3.859,475.52,8,1,10,3.859,133.53
TRAIN_2130,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](CN2CCCC2)C1,6.97,89.92,4.806,453.579,4,1,7,4.013,69.2
TRAIN_2131,O=c1c2sc3nc(N4CCOCC4)c4c(c3c2ncn1CCc1ccccc1)CCCC4,15.98,12.74,4.964,446.565,4,0,4,4.964,86.27
TRAIN_2132,CCCc1cc(=O)[nH]c(-n2nc(C)cc2NC(=O)COc2ccccc2C)n1,20.18,26.19,3.146,381.428,5,2,7,3.149,97.61
TRAIN_2133,CCOc1cccc(C2c3cccn3-c3sc4c(c3CN2C(=O)NCc2ccc(C)cc2)CCCC4)c1,5.21,14.1,7.157,511.678,2,1,5,7.157,74.73
TRAIN_2134,O=S(=O)(c1ccccc1)n1ccc(C/C=C/Cc2ccn(S(=O)(=O)c3ccccc3)c2)c1,1.416,1.404,5.63,466.572,4,0,8,5.63,94.9
TRAIN_2135,COc1ccccc1OCC(=O)N(Cc1ccc(-c2ccc(F)cc2)o1)C1CCS(=O)(=O)C1,5.149,2.618,3.351,473.514,5,0,8,3.351,94.43
TRAIN_2136,N#Cc1ccccc1-c1nc2cc(Cl)ccc2c2ccnn12,0.689,75.909,3.93,304.733,3,0,1,3.939,53.98
TRAIN_2137,Cc1noc(C)c1CCC(=O)Nc1cccc2ncccc12,67.59,69.66,2.174,295.336,3,1,4,2.174,68.02
TRAIN_2138,C=CCO/N=C/c1cn(CC=C)c2ccc(OC)cc12,0.466,68.78,3.412,270.326,3,0,7,3.412,35.75
TRAIN_2139,O=C(NC1CCN(Cc2ccc3c(c2)OCO3)CC1)c1cc2ccc3ccccc3c2o1,1.77,30.79,4.003,428.48,4,1,4,4.003,63.94
TRAIN_2140,CCCc1nc(N2CCN(CC(=O)N3CCCC3)CC2)c(C#N)c2c1CCC2,0.14,41.68,3.406,381.514,4,0,5,3.401,63.47
TRAIN_2141,O=C(C1CCCC1)N1CCc2nc3cc(C4CCCN(C(=O)C5CCCC5)C4)nn3c(O)c2C1,6.46,47.46,3.594,465.588,5,1,3,3.594,91.04
TRAIN_2142,CC(C)n1c(=O)ccc2cnc(N[C@H]3CC[C@H](CN(C)C)CC3)nc21,79.84,99.99,2.904,343.466,4,1,5,1.395,61.36
TRAIN_2143,Cc1cc(C)cc(-n2ncc3c(=O)n(CC(=O)c4cc(C)[nH]c4C)cnc32)c1,98.17,99.99,2.92,375.424,4,1,4,2.902,83.35
TRAIN_2144,COC(=O)c1ccc(C(F)(F)F)nc1OC(C)C(=O)Nc1ccccc1,0.036,0.008,3.548,368.307,5,1,7,3.548,77.52
TRAIN_2145,CCNC(=O)C(C)N(c1ccccc1)S(C)(=O)=O,79.38,92.7,0.839,270.348,3,1,5,0.839,74.86
TRAIN_2146,O=c1[nH]c2ccccc2c(O)c1-c1ccc(F)cc1,97.65,99.99,2.398,255.244,2,2,1,1.726,49.33
TRAIN_2147,Cc1noc(C)c1Cc1c(C(=O)N2CCC(n3c(C)cnc3C3CCC3)C2)noc1C,1.86,5.82,2.4,423.508,4,0,5,2.407,90.19
TRAIN_2148,CC(Cn1cc(Br)cn1)c1nc2c3cnn(C)c3ncn2n1,0.09,76.71,1.627,361.2,5,0,3,1.63,78.72
TRAIN_2149,COC1(c2nc(-c3ccc(Cl)nn3)cs2)CCOCC1,32.673,83.313,1.824,311.787,5,0,3,1.824,85.37
TRAIN_2150,O=C(Nc1ccccc1OC1CCCC1)c1c(O)cc(=O)n2c1CCC2,34.39,63.29,2.1,354.4,4,2,4,1.399,78.87
TRAIN_2151,CCN(CC)c1ncc(CNc2ccc(F)cn2)s1,0.046,17.938,2.751,280.364,2,1,6,2.751,69.28
TRAIN_2152,COc1ccccc1NC(=O)Cn1c(=O)c2ccccc2n2nnc(-c3ccccc3)c12,1.49,83.29,3.441,425.439,5,1,5,3.441,89.35
TRAIN_2153,Nc1nc(N2CCN(C3CCCCC3)CC2)nc2ccccc12,0.03,19.86,3.679,311.425,3,1,2,3.091,58.28
TRAIN_2154,O=C(Cn1cnc2c(nnn2-c2cccc(Cl)c2)c1=O)Nc1ccc2c(c1)OCCO2,84.98,99.0,2.355,438.824,7,1,4,2.343,110.94
TRAIN_2155,Fc1ccc(-n2ccc(CN3CCC(Nc4cccnn4)CC3)n2)c(F)c1,74.01,83.78,3.106,370.399,4,1,5,3.076,58.87
TRAIN_2156,CC(=O)Nc1cccc(NS(=O)(=O)c2c(C)nc(O)[nH]c2=O)c1,99.99,99.99,-0.504,338.339,6,4,4,-0.336,145.33
TRAIN_2157,Cc1cc(C(=O)NC2CCCC2)ccc1NC(=O)N1CCn2ncnc2C1,97.1,92.3,1.809,368.433,4,2,3,1.809,92.15
TRAIN_2158,CN(c1ccc(Cl)nn1)c1ccc(N)cc1Cl,34.475,88.852,3.298,269.13,2,1,2,3.298,55.04
TRAIN_2159,N#Cc1nccnc1OC1CCN(C(=O)N2CCNC2=O)C1,113.21,99.0,-0.533,302.289,6,1,2,-0.533,111.44
TRAIN_2160,Cc1cc(OCC(=O)N(C(C)C)C(C)C)ccc1Cl,0.09,0.28,3.682,283.794,2,0,5,3.682,29.54
TRAIN_2161,OC1CCOc2c(NCCc3ccccc3F)cccc21,6.0,46.36,3.037,287.329,2,2,4,3.036,41.48
TRAIN_2162,COc1ccc(OC)c(C(c2c(O)cc(C)n(C)c2=O)c2c(O)cc(C)n(C)c2=O)c1,57.79,89.69,1.032,426.462,6,2,5,0.346,99.54
TRAIN_2163,Cc1oc(C)c(C(=O)OC(C)C(=O)N2CC(C)OC(C)C2)c1Br,0.67,82.265,2.021,388.254,4,0,4,2.021,68.98
TRAIN_2164,Cc1nnc2n1CCC(N(C)S(=O)(=O)c1cn(C)cn1)CC2,89.648,70.032,-0.335,324.402,5,0,3,-0.335,94.29
TRAIN_2165,Cc1ccccc1-c1nc2ccccc2cc1C(C)n1c(=O)n(-c2ccc(O)c(F)c2)c2cnc(N)nc21,5.82,35.7,5.76,506.53,5,2,4,5.551,108.47
TRAIN_2166,CC(C)(C)Nc1oc(-c2ccc(S(=O)(=O)N3CCOCC3)o2)nc1C#N,95.615,94.311,1.148,380.419,5,1,5,1.148,129.97
TRAIN_2167,Cc1cc2oc(C(=O)N3CCN(C)CC3)c(C)c2cc1C,0.01,0.016,3.254,286.369,2,0,1,3.254,36.69
TRAIN_2168,c1cc2ccn(-c3ccc4ccnc(N5CCOCC5)c4c3)c2cn1,1.48,0.72,2.902,330.383,3,0,2,3.189,43.18
TRAIN_2169,CCOC(=O)c1c(=O)n(-c2ccccc2)nc2cc(C(C)=O)ccc12,63.81,38.38,2.141,336.341,5,0,5,2.141,76.04
TRAIN_2170,Cc1cc(C(=O)NC2CCCc3c2[nH]c2ccccc32)c2c(C)noc2n1,58.273,77.65,3.383,360.409,3,2,2,3.383,83.81
TRAIN_2171,c1ccc(-c2csc(-c3nc(-c4cccs4)cs3)n2)cc1,50.2,94.69,4.92,326.459,2,0,3,4.92,110.49
TRAIN_2172,OC(Cn1cnc2ccccc21)Cn1c2ccccc2c2ccccc21,0.016,3.753,4.388,341.406,2,1,4,4.381,42.98
TRAIN_2173,O=C(NCCN1CCCCC1)c1cc2ccccc2s1,15.61,4.53,3.247,288.408,2,1,4,2.094,60.58
TRAIN_2174,COc1ccc(NC(=O)N2CCC3(C2)C(=O)Nc2ccccc23)c(OC)c1,64.65,77.08,1.674,367.398,4,2,3,1.684,79.9
TRAIN_2175,c1ccc(C2CCC3(CC2)Oc2ccccc2C2CC(c4ccncc4)=NN23)cc1,65.64,56.12,4.516,395.496,3,0,2,4.517,37.72
TRAIN_2176,Cc1ccc(-c2nnco2)cc1N1C(=O)NC(C)(c2ccc(S(C)(=O)=O)cc2)C1=O,76.69,89.5,1.964,426.446,6,1,4,1.964,130.85
TRAIN_2177,CCOC(=O)Cc1cc(=O)n2nc(-c3ccccc3)c(-c3ccccc3)c2[nH]1,51.09,54.86,3.966,373.405,4,1,6,3.966,73.22
TRAIN_2178,CCCn1ncc(N2CCC(C(=O)N3CCN(CCOc4ccc(Cl)cc4)CC3)CC2)cc1=O,99.99,72.88,2.684,488.022,5,0,8,2.037,68.69
TRAIN_2179,Cc1n[nH]c(C)c1C12CC3CC(CC(CC(=O)O)(C3)C1)C2,62.191,99.86,2.496,288.385,3,2,3,0.941,65.98
TRAIN_2180,Cc1cc(C)nc(NC(=N)NCCc2cnc[nH]2)n1,74.142,99.9,0.105,259.31,4,4,6,0.409,102.37
TRAIN_2181,O=C(NC1CCN(Cc2ccc(Cl)c(Cl)c2)CC1)c1cc2ccc3ccccc3c2o1,62.74,99.0,5.564,453.36,2,1,4,5.564,45.48
TRAIN_2182,Cc1ccc(C)c(CS(=O)Cc2cc(=O)n(C)c(=O)n2C)c1,6.401,70.2,1.623,320.407,3,0,4,1.623,76.9
TRAIN_2183,COC(=O)Cc1cc(=O)n2nc(C)c(-c3ccc(F)cc3)c2[nH]1,0.64,90.33,2.158,315.299,4,1,4,2.158,73.22
TRAIN_2184,Cc1nn(CC(C)C)c2sc(C(=O)N3CCN(CC(=O)NC4CC4)CC3)cc12,12.68,99.99,1.906,403.542,4,1,6,1.906,98.71
TRAIN_2185,CC(C)(C)CCN1CCN(C(=O)c2nccnc2N)CC1,69.438,99.097,0.907,291.392,4,1,4,0.904,75.35
TRAIN_2186,CC(C)(CO)CCCNC(=O)N1CCC2(CC1)OCCO2,75.745,99.9,0.792,300.394,4,2,5,0.792,71.03
TRAIN_2187,CCC(C)(NCc1nnc(-c2ccc(F)cc2)o1)c1nc(C)cs1,0.035,25.72,2.9,346.422,4,1,6,1.669,92.08
TRAIN_2188,N[C@@H](CC(=O)N1CCCN(Cc2ccccc2)CC1)Cc1cc(F)c(F)cc1F,1.88,4.44,3.019,405.457,3,1,6,1.681,49.57
TRAIN_2189,Cc1noc(C)c1Cc1nc(-c2c(Cl)nc3sccn23)no1,2.87,12.6,1.835,335.769,4,0,3,1.835,110.49
